full_name,url,language,stars,created_at,days_inactive,lot,code_churn_normalized,pr_merge_time_median_h,issues_resolution_time_h,active_contributors,bus_factor_ratio,pr_count_merged,comment_per_pr_avg,closed_issues,review_cycle_count,has_ci,ci_success_rate,has_tests,weighted_experience,commit_velocity_trend,release_regularity,weekend_commit_ratio,dependency_count,language_diversity,avg_file_size_loc,total_commits,net_loc,churn_loc,active_days,churn_hours,cycle_time_hours,cocomo_pm,cocomo_hours,effort_target,reliability_score,effort_hours_real,effort_hours_sampled,effort_coverage_ratio,effort_commits_sampled,effort_total_commits,effort_contributors_seen,effort_was_capped,effort_scaling_factor
realworld-apps/realworld,https://github.com/realworld-apps/realworld,TypeScript,83261,2016-02-26T20:49:53Z,10,2,60.06,15.0125,2309.833611111111,83,0.3009,53,0.0,1,0.0,1,0.94,0,12.158,-1.2448,0.0,0.2,0,0.4521,0.0,967,1044567.8,29010.0,483,1934.0,1246.0,3548.91,567825.2,114905.8,80.7,249.2,219.2,0.8273,800,967,18,False,1.21
garrytan/gstack,https://github.com/garrytan/gstack,TypeScript,82724,2026-03-11T21:22:45Z,0,2,60.25,0.5898611111111112,118.50833333333334,9,0.9671,24,0.0,1,0.0,1,0.04,1,17.435,3.2972,0.0,0.32,87,0.2563,0.0,243,2796924.3,7290.0,121,486.0,5.3,11978.63,1916581.2,383560.8,60.7,131.3,131.3,1.1235,273,243,11,False,0.89
vitejs/vite,https://github.com/vitejs/vite,TypeScript,80196,2020-04-21T05:03:57Z,0,2,60.01,7.189444444444445,30.683055555555555,437,0.2423,63,0.0,1,1.0,1,0.52,0,11.56,0.2657,3.53,0.02,60,0.177,0.0,7933,2016373.0,237990.0,3966,15866.0,3141.8,7079.63,1132741.1,235423.8,82.6,2549.1,278.1,0.1008,800,7933,102,False,9.92
hoppscotch/hoppscotch,https://github.com/hoppscotch/hoppscotch,TypeScript,79024,2019-08-21T13:15:24Z,0,2,60.01,1.067361111111111,111.46111111111112,304,0.435,66,0.0,1,3.0,1,0.7,0,10.774,-0.5629,7.54,0.04,50,0.3341,0.0,5685,2837299.2,170550.0,2842,11370.0,324.5,10133.55,1621368.1,330056.0,80.7,2487.6,377.6,0.1407,800,5685,94,False,7.11
Stirling-Tools/Stirling-PDF,https://github.com/Stirling-Tools/Stirling-PDF,TypeScript,77777,2023-01-27T18:22:42Z,0,2,60.02,20.894166666666667,6.707638888888889,268,0.4682,57,0.0,1,1.0,1,0.78,0,6.528,-0.5105,4.93,0.04,0,0.5208,0.0,3949,8061249.8,118470.0,1974,7898.0,5599.6,30334.28,4853485.4,976326.0,80.3,1196.0,260.4,0.2026,800,3949,37,False,4.94
coder/code-server,https://github.com/coder/code-server,TypeScript,77272,2019-02-27T16:50:41Z,1,2,60.0,8.0625,122.39138888888888,253,0.3674,64,0.0,1,1.0,1,0.66,1,9.854,0.7168,7.12,0.06,89,0.1724,0.0,3508,1593812.1,105240.0,1754,7016.0,2039.8,5530.57,884891.9,181098.3,86.2,963.2,235.6,0.2281,800,3508,53,False,4.38
lobehub/lobehub,https://github.com/lobehub/lobehub,TypeScript,75613,2023-05-21T07:19:12Z,0,2,60.01,1.0548611111111112,1.0477777777777777,315,0.2431,52,0.0,1,1.0,1,0.08,1,7.538,2.7972,1.9,0.14,438,0.0128,0.0,9757,21334542.6,292710.0,4878,19514.0,332.3,84284.7,13485552.0,2706967.1,87.6,4483.6,396.6,0.082,800,9757,22,False,12.2
nestjs/nest,https://github.com/nestjs/nest,TypeScript,75310,2017-02-04T20:12:52Z,0,2,60.0,81.57888888888888,6.3133333333333335,387,0.703,95,0.0,1,0.0,1,0.82,0,9.067,-0.1643,15.3,0.0,168,0.0015,0.0,15823,14136349.3,474690.0,7911,31646.0,31571.0,65651.8,10504287.5,2126151.8,78.0,1766.0,96.0,0.0506,800,15823,19,False,19.78
grafana/grafana,https://github.com/grafana/grafana,TypeScript,73414,2013-12-11T15:59:56Z,0,2,60.0,2.3375,0.2533333333333333,366,0.1728,68,0.0,1,1.0,1,0.84,0,15.306,3.2168,5.18,0.01,412,0.5066,0.0,59678,47889086.2,1790340.0,29839,119356.0,855.5,196997.0,31519520.5,6363838.8,83.3,23684.4,343.5,0.0134,800,59678,125,False,74.6
apache/superset,https://github.com/apache/superset,TypeScript,72577,2015-07-21T18:55:34Z,0,2,60.0,4.911666666666667,2.0244444444444443,420,0.1588,7,0.0,1,1.0,1,0.78,1,11.636,0.5,13.13,0.1,286,0.4973,0.0,15173,27259026.3,455190.0,7586,30346.0,2062.9,109017.72,17442835.3,3504358.9,88.4,3555.2,202.3,0.0527,800,15173,74,False,18.97
daytonaio/daytona,https://github.com/daytonaio/daytona,TypeScript,72387,2024-02-06T08:21:20Z,0,2,60.03,3.41625,1.0770833333333334,219,0.2817,66,0.0,1,2.0,1,0.74,0,7.871,0.549,1.81,0.0,282,0.5736,0.0,2215,4020253.3,66450.0,1107,4430.0,748.2,14610.91,2337745.9,469988.6,82.2,682.0,264.7,0.3612,800,2215,28,False,2.77
abi/screenshot-to-code,https://github.com/abi/screenshot-to-code,TypeScript,72360,2023-11-14T17:53:32Z,16,2,60.0,27.354305555555555,17.730555555555554,25,0.9038,40,0.0,1,1.0,0,0.0,0,16.892,-6.6503,0.0,0.15,6,0.4627,0.0,1268,231628.8,38040.0,634,2536.0,683.9,875.84,140134.4,29500.1,64.6,286.6,193.0,0.6309,800,1268,2,False,1.59
strapi/strapi,https://github.com/strapi/strapi,TypeScript,71997,2015-09-30T15:34:48Z,0,2,60.0,23.022777777777776,9.54888888888889,346,0.1766,73,0.0,1,2.0,1,0.42,1,11.396,1.049,3.48,0.0,156,0.1405,0.0,32171,18506517.9,965130.0,16085,64342.0,7965.9,72594.24,11615079.1,2357576.6,88.2,12952.5,348.1,0.0249,800,32171,93,False,40.21
Eugeny/tabby,https://github.com/Eugeny/tabby,TypeScript,70665,2016-12-23T09:06:10Z,0,2,60.0,0.9526388888888888,22.79138888888889,160,0.8869,84,0.0,1,2.0,1,0.68,0,13.906,0.0979,39.4,0.25,76,0.2103,0.0,4748,2885339.4,142440.0,2374,9496.0,152.4,12376.54,1980246.4,400843.0,76.1,1482.5,267.2,0.1685,800,4748,79,False,5.93
toeverything/AFFiNE,https://github.com/toeverything/AFFiNE,TypeScript,67665,2022-07-31T18:45:21Z,0,2,60.01,0.93125,22.83,226,0.1156,90,0.0,1,1.0,1,0.54,1,10.159,-1.7238,5.62,0.29,155,0.1027,0.0,10287,12555351.8,308610.0,5143,20574.0,210.5,48303.83,7728612.9,1556072.7,88.8,3732.7,315.1,0.0778,800,10287,73,False,12.86
thedotmack/claude-mem,https://github.com/thedotmack/claude-mem,TypeScript,67126,2025-08-31T20:50:03Z,0,2,60.0,2.132222222222222,220.41722222222225,94,0.8568,54,0.0,1,1.0,1,0.28,1,14.956,-4.3042,1.99,0.14,123,0.1726,0.0,1760,4875527.3,52800.0,880,3520.0,200.4,21469.17,3435066.5,688833.4,81.4,362.1,176.9,0.4545,800,1760,50,False,2.2
apache/echarts,https://github.com/apache/echarts,TypeScript,66218,2013-04-03T03:18:59Z,2,2,60.01,1.5186111111111111,45.70388888888889,266,0.3152,26,0.0,1,1.0,1,0.48,1,13.832,-0.1119,58.7,0.07,204,0.1194,0.0,10045,7789363.2,301350.0,5022,20090.0,404.0,29260.94,4681750.6,946516.3,86.7,3624.1,311.0,0.0796,800,10045,40,False,12.56
facebook/docusaurus,https://github.com/facebook/docusaurus,TypeScript,64704,2017-06-20T16:13:53Z,0,2,60.01,14.217916666666667,7.628333333333333,456,0.2157,86,0.0,1,2.0,1,0.28,1,11.789,-0.014,43.84,0.04,151,0.0411,0.0,5341,33282633.1,160230.0,2670,10682.0,6483.4,134443.5,21510959.7,4309478.0,87.8,1971.7,319.9,0.1498,800,5341,128,False,6.68
socketio/socket.io,https://github.com/socketio/socket.io,TypeScript,63054,2010-03-11T18:24:48Z,8,2,60.0,19.005,124.70555555555556,402,0.5114,39,0.0,1,0.0,1,0.64,0,15.722,0.2308,59.37,0.03,51,0.3611,0.0,7096,970020.6,212880.0,3548,14192.0,7640.0,3283.46,525353.0,114458.6,79.2,2145.8,260.7,0.1127,800,7096,53,False,8.87
nocodb/nocodb,https://github.com/nocodb/nocodb,TypeScript,62836,2017-10-29T18:51:48Z,0,2,60.0,4.5256944444444445,12.91638888888889,321,0.1813,64,0.0,1,1.0,1,0.76,0,7.647,4.9056,20.27,0.0,67,0.3828,0.0,40871,41816912.5,1226130.0,20435,81742.0,1452.7,170856.22,27336995.8,5508706.0,83.2,4605.0,98.0,0.0196,800,40871,10,False,51.09
reduxjs/redux,https://github.com/reduxjs/redux,TypeScript,61452,2015-05-29T23:53:15Z,1,2,60.0,2.278194444444445,11.840277777777777,419,0.3091,52,0.0,1,1.0,1,1.0,1,14.869,0.0734,113.76,0.16,49,0.1479,0.0,3420,999511.8,102600.0,1710,6840.0,954.6,3388.35,542136.4,112133.7,86.8,748.9,120.8,0.0877,300,3420,68,False,11.4
withastro/astro,https://github.com/withastro/astro,TypeScript,58740,2021-03-15T17:19:47Z,0,2,60.0,2.686111111111111,14.047361111111112,338,0.1543,75,0.0,1,1.0,1,0.56,0,11.744,-1.2972,1.52,0.02,91,0.0656,0.0,12187,6559071.1,365610.0,6093,24374.0,907.9,24428.44,3908550.1,794169.4,83.5,4484.4,319.4,0.0656,800,12187,92,False,15.23
paperclipai/paperclip,https://github.com/paperclipai/paperclip,TypeScript,58611,2026-03-02T15:01:51Z,0,2,60.03,3.161944444444444,6.500555555555556,82,0.8353,30,0.0,1,1.0,1,0.36,1,8.905,9.1748,3.18,0.17,66,0.0221,0.0,2265,1159987.2,67950.0,1132,4530.0,259.3,4754.1,760656.1,154474.0,81.6,627.9,236.5,0.3532,800,2265,22,False,2.83
pmndrs/zustand,https://github.com/pmndrs/zustand,TypeScript,57847,2019-04-09T09:10:06Z,4,2,60.0,10.87527777777778,1.6666666666666667,332,0.3186,76,0.0,1,1.0,1,0.72,1,13.715,-0.3916,30.94,0.2,114,0.0213,0.0,1290,235285.9,38700.0,645,2580.0,3610.6,741.97,118715.4,26116.3,86.5,528.0,349.6,0.6202,800,1290,203,False,1.61
remix-run/react-router,https://github.com/remix-run/react-router,TypeScript,56370,2014-05-16T22:22:51Z,0,2,60.0,5.658611111111111,17.844722222222224,426,0.2071,63,0.0,1,1.5,1,0.56,0,14.842,1.9545,8.05,0.0,81,0.0107,0.0,9442,1388339.2,283260.0,4721,18884.0,2410.6,4784.45,765511.3,163267.4,82.9,2203.6,201.7,0.0847,800,9442,60,False,11.8
shareAI-lab/learn-claude-code,https://github.com/shareAI-lab/learn-claude-code,TypeScript,56322,2025-06-29T15:34:15Z,10,2,60.0,96.93,20.59861111111111,20,0.5,29,0.0,1,0.0,1,0.2,1,8.114,0.5804,0.0,0.4348,0,0.408,0.0,66,20187.4,1980.0,33,132.0,1938.6,56.3,9008.8,2449.3,70.2,20.5,20.5,1.0606,70,66,22,False,0.94
appwrite/appwrite,https://github.com/appwrite/appwrite,TypeScript,55864,2019-04-08T16:36:25Z,0,2,60.0,7.809166666666667,7.151388888888889,364,0.1643,67,0.0,1,2.0,1,0.92,1,11.712,-2.1643,31.7,0.0,4,0.3908,0.0,33653,12550992.5,1009590.0,16826,67306.0,2842.5,48286.22,7725795.3,1579664.8,88.4,10107.3,259.8,0.0238,800,33653,16,False,42.07
laurent22/joplin,https://github.com/laurent22/joplin,TypeScript,54483,2017-01-16T21:49:41Z,0,2,60.0,21.94861111111112,70.42805555555556,435,0.6695,73,0.0,1,1.0,1,0.92,0,12.388,-1.1119,12.2,0.19,169,0.2691,0.0,12504,18385451.9,375120.0,6252,25008.0,9547.6,72095.68,11535309.4,2322430.2,78.3,3141.7,218.9,0.064,800,12504,71,False,15.63
code-yeongyu/oh-my-openagent,https://github.com/code-yeongyu/oh-my-openagent,TypeScript,54018,2025-12-03T01:40:05Z,0,2,60.01,0.6174999999999999,17.316388888888888,192,0.7386,50,0.0,1,1.0,1,0.36,1,9.367,-11.5664,2.69,0.34,68,0.0426,0.0,4683,1732344.7,140490.0,2341,9366.0,118.6,7243.67,1158986.8,236515.9,82.6,547.4,99.3,0.1708,800,4683,12,False,5.85
upstash/context7,https://github.com/upstash/context7,TypeScript,53678,2025-03-26T23:40:39Z,0,2,60.08,10.925,22.52861111111111,111,0.4883,71,0.0,1,1.0,1,0.64,0,6.094,-0.3042,4.71,0.03,37,0.0728,0.0,727,812002.7,21810.0,363,1454.0,1212.7,2724.25,435879.7,88266.8,76.0,268.6,284.9,1.1004,800,727,57,False,0.91
vuejs/core,https://github.com/vuejs/core,TypeScript,53522,2018-06-12T13:49:36Z,0,2,60.0,6.7825,18.944166666666668,439,0.6191,51,0.0,1,1.5,1,0.76,0,13.82,0.1329,7.71,0.0,99,0.034,0.0,5776,1226722.7,173280.0,2888,11552.0,2977.5,4201.41,672225.5,141114.4,78.8,1399.7,208.1,0.1385,800,5776,101,False,7.22
koala73/worldmonitor,https://github.com/koala73/worldmonitor,TypeScript,52587,2026-01-08T17:26:06Z,0,2,60.0,0.9369444444444444,1.9647222222222225,70,0.9103,71,0.0,1,1.0,1,0.92,1,14.366,5.1923,0.55,0.16,166,0.4293,0.0,3588,2620269.7,107640.0,1794,7176.0,65.6,11185.51,1789681.6,361544.0,80.9,1151.6,276.8,0.223,800,3588,6,False,4.49
ionic-team/ionic-framework,https://github.com/ionic-team/ionic-framework,TypeScript,52474,2013-08-20T23:06:02Z,0,2,60.0,6.533888888888889,33.18388888888889,391,0.1774,35,0.0,1,3.0,1,0.84,0,14.244,-0.3077,8.51,0.0,5,0.3889,0.0,13961,48679233.8,418830.0,6980,27922.0,2554.8,200411.28,32065804.9,6427888.4,83.2,4236.1,262.5,0.0573,800,13961,29,False,17.45
FlowiseAI/Flowise,https://github.com/FlowiseAI/Flowise,TypeScript,52266,2023-03-31T12:23:09Z,0,2,60.02,2.518194444444444,50.025,311,0.5118,86,0.0,1,2.0,1,0.8,0,9.254,0.514,13.74,0.02,85,0.4051,0.0,3431,2368658.3,102930.0,1715,6862.0,783.2,8383.76,1341401.4,271946.2,79.9,1399.1,351.3,0.2332,800,3431,98,False,4.29
DefinitelyTyped/DefinitelyTyped,https://github.com/DefinitelyTyped/DefinitelyTyped,TypeScript,51197,2012-10-05T16:39:45Z,1,2,60.0,3.6275,0.0,386,0.1073,85,0.0,1,1.0,1,0.86,0,15.334,-1.5455,0.0,0.07,39,0.0014,0.0,40050,24183544.7,1201500.0,20025,80100.0,1400.2,96140.68,15382509.1,3116971.9,83.8,14978.5,323.0,0.02,800,40050,229,False,50.06
lyswhut/lx-music-desktop,https://github.com/lyswhut/lx-music-desktop,TypeScript,50470,2019-08-14T14:31:08Z,15,2,60.02,9.760277777777778,102.6125,15,0.9665,33,0.0,1,0.0,1,0.8,0,9.6,-0.1259,52.05,0.34,217,0.6055,0.0,2511,2406048.9,75330.0,1255,5022.0,146.4,10227.33,1636372.4,329829.4,70.3,838.6,288.0,0.3186,800,2511,13,False,3.14
cypress-io/cypress,https://github.com/cypress-io/cypress,TypeScript,49618,2015-03-04T00:46:28Z,0,2,60.0,27.093333333333334,7.725,408,0.3722,81,0.0,1,1.0,1,0.68,0,13.527,0.9161,4.49,0.07,217,0.4486,0.0,19088,16015681.8,572640.0,9544,38176.0,11054.1,62371.18,9979388.5,2018281.9,81.3,4903.2,218.3,0.0419,800,19088,31,False,23.86
TanStack/query,https://github.com/TanStack/query,TypeScript,49222,2019-09-10T19:23:58Z,0,2,60.02,3.356388888888889,155.2313888888889,457,0.3603,81,0.0,1,2.0,1,0.82,0,11.806,3.0979,0.04,0.34,80,0.0325,0.0,3725,3143153.4,111750.0,1862,7450.0,1533.9,11283.53,1805365.2,365258.2,81.4,1295.6,297.4,0.2148,800,3725,86,False,4.66
expo/expo,https://github.com/expo/expo,TypeScript,48994,2016-08-15T17:14:25Z,0,2,60.0,22.398888888888887,16.703333333333333,400,0.1076,37,0.0,1,1.0,1,0.46,0,13.682,-1.6154,0.0,0.02,32,0.434,0.0,29251,104856224.9,877530.0,14625,58502.0,8959.6,448575.11,71772017.3,14386342.3,83.9,10844.6,321.1,0.0273,800,29251,44,False,36.56
OpenCut-app/OpenCut,https://github.com/OpenCut-app/OpenCut,TypeScript,48410,2025-06-22T08:02:17Z,0,2,60.0,5.574722222222222,357.00416666666666,95,0.6752,64,0.0,1,1.5,1,0.1,0,2.866,0.7168,17.91,0.1,29,0.0703,0.0,1478,801616.5,44340.0,739,2956.0,529.6,2687.67,430027.5,87642.4,78.2,379.6,220.2,0.5413,800,1478,25,False,1.85
makeplane/plane,https://github.com/makeplane/plane,TypeScript,48383,2022-11-19T12:55:01Z,0,2,60.01,11.491666666666667,74.61944444444444,144,0.1683,68,0.0,1,1.0,1,0.44,0,6.191,-0.6853,23.65,0.03,54,0.2476,0.0,6939,8578282.1,208170.0,3469,13878.0,1654.8,32380.35,5180856.5,1043606.7,83.3,2769.5,345.5,0.1153,800,6939,41,False,8.67
type-challenges/type-challenges,https://github.com/type-challenges/type-challenges,TypeScript,48001,2020-07-23T14:33:11Z,2,2,60.07,6.122777777777777,39.69916666666667,233,0.3808,84,0.0,1,1.0,1,0.98,0,9.832,-0.2133,0.0,0.23,21,0.02,0.0,843,100205.7,25290.0,421,1686.0,1426.6,302.79,48447.2,10960.4,78.7,295.8,297.1,0.949,800,843,159,False,1.05
pixijs/pixijs,https://github.com/pixijs/pixijs,TypeScript,47006,2013-01-21T22:40:50Z,1,2,60.01,32.38472222222222,432.33,387,0.3308,77,0.0,1,1.0,1,0.58,1,12.784,-0.8217,12.37,0.03,222,0.0413,0.0,8167,3967180.8,245010.0,4083,16334.0,12532.9,14408.45,2305352.4,472997.3,86.6,2713.1,286.5,0.098,800,8167,96,False,10.21
tldraw/tldraw,https://github.com/tldraw/tldraw,TypeScript,46508,2021-05-09T11:48:37Z,0,2,60.0,1.067361111111111,40.72097222222222,209,0.441,86,0.0,1,1.0,1,0.66,0,11.44,-0.3007,7.64,0.12,105,0.1262,0.0,5492,38746433.8,164760.0,2746,10984.0,223.1,157708.31,25233328.9,5052224.7,80.6,2163.2,340.8,0.1457,800,5492,11,False,6.87
slidevjs/slidev,https://github.com/slidevjs/slidev,TypeScript,46016,2021-04-24T01:25:23Z,2,2,60.0,1.8463888888888889,110.41194444444444,343,0.6519,71,0.0,1,1.0,1,0.88,1,10.486,0.4021,11.91,0.04,58,0.3256,0.0,3002,2370852.6,90060.0,1501,6004.0,633.3,8391.91,1342706.2,271733.2,83.3,1008.8,287.9,0.2665,800,3002,121,False,3.75
prisma/prisma,https://github.com/prisma/prisma,TypeScript,45835,2019-06-20T13:33:47Z,1,2,60.0,38.77,106.57944444444443,337,0.2437,44,0.0,1,1.0,1,0.4,0,11.458,-1.1189,5.61,0.0,100,0.0102,0.0,10292,4924767.1,308760.0,5146,20584.0,13065.5,18080.74,2892918.5,592795.4,82.5,3563.0,299.2,0.0777,800,10292,68,False,12.87
jestjs/jest,https://github.com/jestjs/jest,TypeScript,45342,2013-12-10T00:18:04Z,5,2,60.0,7.504166666666666,1441.7108333333333,422,0.287,84,0.0,1,1.0,1,0.8,0,14.038,-0.0559,49.64,0.13,156,0.2079,0.0,5906,9254648.7,177180.0,2953,11812.0,3166.8,35066.24,5610598.1,1128975.7,81.7,2124.6,310.1,0.1355,800,5906,130,False,7.38
chenglou/pretext,https://github.com/chenglou/pretext,TypeScript,45331,2026-03-07T21:06:28Z,3,2,60.0,21.293055555555554,39.49972222222222,7,0.9815,5,0.0,1,0.0,1,0.96,0,13.749,3.4336,0.0,0.55,86,0.0907,0.0,378,45816.7,11340.0,189,756.0,149.1,159.76,25561.6,5535.0,55.9,130.8,130.8,1.045,395,378,7,False,0.96
RocketChat/Rocket.Chat,https://github.com/RocketChat/Rocket.Chat,TypeScript,45200,2015-05-19T07:36:09Z,0,2,60.0,2.156944444444445,8.869166666666667,367,0.1628,47,0.0,1,2.0,1,0.2,0,13.643,-0.514,2.84,0.0,88,0.0604,0.0,26736,59342701.7,802080.0,13368,53472.0,791.6,246744.18,39479069.2,7922787.3,83.4,11433.0,369.6,0.0299,800,26736,64,False,33.42
twentyhq/twenty,https://github.com/twentyhq/twenty,TypeScript,45176,2022-12-01T13:04:40Z,0,2,60.0,1.6129166666666666,4.045277777777778,455,0.1386,74,0.0,1,1.0,1,0.86,0,9.756,6.0315,7.93,0.02,146,0.2149,0.0,10266,33948350.2,307980.0,5133,20532.0,733.9,137268.49,21962958.0,4403077.8,83.6,3370.8,283.3,0.0779,800,10266,40,False,12.83
upscayl/upscayl,https://github.com/upscayl/upscayl,TypeScript,44837,2022-07-30T17:19:20Z,29,2,60.06,0.0,860.8508333333333,45,0.6774,0,0.0,1,0.0,1,1.0,0,9.282,0.0105,44.39,0.25,166,0.0942,0.0,961,16603457.8,28830.0,480,1922.0,0.0,64776.83,10364293.3,2073819.7,75.2,269.0,237.8,0.8325,800,961,34,False,1.2
react-hook-form/react-hook-form,https://github.com/react-hook-form/react-hook-form,TypeScript,44676,2019-03-05T23:47:10Z,2,2,60.0,2.408611111111111,64.42416666666666,377,0.8015,79,0.0,1,1.0,1,0.76,0,11.185,0.986,11.06,0.44,85,0.0108,0.0,3900,907410.3,117000.0,1950,7800.0,908.0,3673.55,587768.6,121726.1,76.8,1630.2,360.2,0.2051,800,3900,140,False,4.88
remotion-dev/remotion,https://github.com/remotion-dev/remotion,TypeScript,44630,2020-06-23T19:49:10Z,0,2,60.0,3.806944444444445,9.086666666666666,322,0.8619,84,0.0,1,1.0,1,0.2,0,13.559,-26.9825,2.12,0.1,121,0.2591,0.0,31680,112460536.7,950400.0,15840,63360.0,1225.8,579352.18,92696349.1,18571317.6,76.4,6029.1,165.0,0.0253,800,31680,14,False,39.6
vercel/hyper,https://github.com/vercel/hyper,TypeScript,44588,2016-07-01T06:01:21Z,5,2,60.04,5.144722222222223,32.458888888888886,253,0.2322,75,0.0,1,0.0,1,0.34,1,9.45,0.0,100.87,0.01,108,0.0188,0.0,1675,708373.9,50250.0,837,3350.0,1301.6,2360.41,377665.2,77598.5,87.3,61.3,32.5,0.4776,800,1675,2,False,2.09
CherryHQ/cherry-studio,https://github.com/CherryHQ/cherry-studio,TypeScript,44370,2024-05-24T01:56:26Z,0,2,60.01,5.387222222222222,32.27583333333333,355,0.3645,75,0.0,1,2.0,1,0.4,1,9.639,-0.5944,4.4,0.14,441,0.034,0.0,5769,6816972.8,173070.0,2884,11538.0,1912.5,25437.97,4070074.5,820357.7,86.4,2557.0,381.4,0.1387,800,5769,66,False,7.21
streamich/react-use,https://github.com/streamich/react-use,TypeScript,43974,2018-10-27T10:16:05Z,95,2,60.0,2.095972222222222,24.29805555555556,159,0.3738,58,0.0,1,0.0,1,0.34,1,10.156,0.0,109.14,0.29,92,0.0054,0.0,2806,2456810.1,84180.0,1403,5612.0,333.3,8711.67,1393867.2,281679.4,78.3,143.6,43.7,0.2851,800,2806,31,False,3.51
AykutSarac/jsoncrack.com,https://github.com/AykutSarac/jsoncrack.com,TypeScript,43908,2022-01-30T15:25:18Z,2,2,60.03,12.06125,346.9504166666667,36,0.9624,44,0.0,1,1.0,1,0.74,0,7.173,0.3811,107.48,0.18,28,0.1042,0.0,1861,1229063.3,55830.0,930,3722.0,434.2,5051.79,808286.7,163648.6,75.2,620.8,286.8,0.4299,800,1861,16,False,2.33
babel/babel,https://github.com/babel/babel,TypeScript,43892,2014-09-28T13:38:23Z,1,2,60.0,2.4344444444444444,3.3472222222222223,409,0.3423,55,0.0,1,2.0,1,0.62,1,14.572,-0.479,17.66,0.2,109,0.2521,0.0,17176,4175901.3,515280.0,8588,34352.0,995.7,15205.44,2432870.3,504048.8,86.5,5802.2,290.7,0.0466,800,17176,32,False,21.47
DIYgod/RSSHub,https://github.com/DIYgod/RSSHub,TypeScript,43632,2018-04-02T14:43:21Z,0,2,60.0,2.719444444444445,26.629722222222224,422,0.2129,77,0.0,1,1.0,1,0.82,0,9.061,1.0035,0.0,0.05,202,0.0786,0.0,8736,30545422.6,262080.0,4368,17472.0,1147.6,122858.35,19657336.4,3940547.6,82.9,1140.1,113.5,0.0916,800,8736,49,False,10.92
FuelLabs/fuels-ts,https://github.com/FuelLabs/fuels-ts,TypeScript,43215,2021-09-03T18:11:03Z,29,2,60.0,13.023888888888887,51.79680555555556,57,0.1735,91,0.0,1,1.5,1,0.48,0,10.933,0.0,24.18,0.01,111,0.0265,0.0,1556,3380896.9,46680.0,778,3112.0,742.4,12181.33,1949013.1,391581.3,80.8,634.3,349.1,0.5141,800,1556,23,False,1.95
nilbuild/developer-roadmap,https://github.com/nilbuild/developer-roadmap,TypeScript,353641,2017-03-15T13:45:52Z,1,2,60.01,54.36527777777778,44.410555555555554,469,0.5339,22,0.0,1,1.0,1,0.92,1,11.182,-0.3951,0.0,0.0,100,0.1548,0.0,5863,10542548.1,175890.0,2931,11726.0,25497.3,40207.23,6433156.2,1300143.4,84.6,1084.5,161.6,0.1364,800,5863,142,False,7.33
siyuan-note/siyuan,https://github.com/siyuan-note/siyuan,TypeScript,42985,2020-08-30T09:21:35Z,0,2,60.0,8.7975,9.26388888888889,104,0.5103,75,0.0,1,1.0,1,0.94,0,14.513,-2.1329,2.99,0.33,0,0.4384,0.0,22176,14580121.6,665280.0,11088,44352.0,914.9,56514.57,9042331.6,1830916.8,79.9,6589.3,255.2,0.0361,800,22176,10,False,27.72
Fission-AI/OpenSpec,https://github.com/Fission-AI/OpenSpec,TypeScript,42920,2025-08-05T10:37:45Z,1,2,60.0,0.6341666666666667,114.05666666666669,52,0.8933,59,0.0,1,1.0,1,0.44,1,8.538,0.2273,10.4,0.24,40,0.011,0.0,534,113547.0,16020.0,267,1068.0,33.0,414.31,66289.8,13801.9,74.0,176.7,170.9,0.9363,500,534,56,False,1.07
fastapi/full-stack-fastapi-template,https://github.com/fastapi/full-stack-fastapi-template,TypeScript,42863,2019-02-23T15:08:34Z,4,2,60.0,81.45916666666666,0.0,74,0.4098,41,0.0,1,3.0,1,0.7,0,8.891,-1.007,392.46,0.26,6,0.2955,0.0,510,162991.5,15300.0,255,1020.0,6028.0,504.64,80742.9,18467.0,73.2,41.7,41.3,0.9804,500,510,20,False,1.02
colinhacks/zod,https://github.com/colinhacks/zod,TypeScript,42500,2020-03-07T20:59:08Z,69,2,60.0,40.31625,13.091666666666669,462,0.4862,64,0.0,1,1.0,1,0.16,0,13.102,-0.3322,10.13,0.23,53,0.1115,0.0,1594,701820.3,47820.0,797,3188.0,18626.1,2337.48,373997.3,81981.3,74.4,631.5,339.0,0.5019,800,1594,156,False,1.99
janhq/jan,https://github.com/janhq/jan,TypeScript,42169,2023-08-17T02:17:10Z,1,2,60.01,4.7508333333333335,48.223888888888894,146,0.2488,58,0.0,1,1.0,1,0.32,1,8.006,-6.8671,14.08,0.06,84,0.261,0.0,5885,45187891.2,176550.0,2942,11770.0,693.6,185346.51,29655442.1,5937181.5,87.4,2244.2,328.9,0.1359,800,5885,42,False,7.36
calcom/cal.diy,https://github.com/calcom/cal.diy,TypeScript,42133,2021-03-22T13:47:42Z,0,2,60.0,16.7625,10.182222222222222,430,0.0995,63,0.0,1,1.5,1,0.96,0,11.008,-8.3706,3.13,0.21,185,0.0412,0.0,14250,33317741.7,427500.0,7125,28500.0,7207.9,134592.41,21534786.0,4323369.6,84.0,5957.5,362.1,0.0561,800,14250,90,False,17.81
