full_name,url,language,stars,created_at,days_inactive,lot,code_churn_normalized,pr_merge_time_median_h,issues_resolution_time_h,active_contributors,bus_factor_ratio,pr_count_merged,comment_per_pr_avg,closed_issues,review_cycle_count,has_ci,ci_success_rate,has_tests,weighted_experience,commit_velocity_trend,release_regularity,weekend_commit_ratio,dependency_count,language_diversity,avg_file_size_loc,total_commits,net_loc,churn_loc,active_days,churn_hours,cycle_time_hours,cocomo_pm,cocomo_hours,effort_target,reliability_score,effort_hours_real,effort_hours_sampled,effort_coverage_ratio,effort_commits_sampled,effort_total_commits,effort_contributors_seen,effort_was_capped,effort_scaling_factor
bee-san/Ciphey,https://github.com/bee-san/Ciphey,Rust,21356,2019-07-16T20:20:39Z,2,3,60.0,1.2547222222222223,1292.0972222222222,44,0.5458,37,0.0,1,0.0,1,0.62,1,9.47,0.486,21.92,0.03,0,0.0019,0.0,2162,661240.7,64860.0,1081,4324.0,55.2,2195.78,351324.8,72443.5,84.4,102.6,41.6,0.37,800,2162,5,False,2.7
valeriansaliou/sonic,https://github.com/valeriansaliou/sonic,Rust,21191,2019-02-26T13:16:58Z,33,3,60.08,13.23277777777778,14.825,38,0.9037,43,0.0,1,1.0,1,1.0,1,14.123,-0.1888,116.93,0.24,0,0.0128,0.0,727,77180.3,21810.0,363,1454.0,502.8,276.23,44197.2,9717.3,74.1,200.6,212.4,1.1004,800,727,42,False,0.91
oxc-project/oxc,https://github.com/oxc-project/oxc,Rust,20875,2023-02-09T05:46:51Z,0,3,60.0,3.7030555555555553,2.994166666666666,359,0.2543,88,0.0,1,1.0,1,0.82,0,13.012,-2.1189,2.36,0.55,16,0.1617,0.0,16427,16400676.6,492810.0,8213,32854.0,1329.4,63946.4,10231423.9,2063110.6,82.5,5079.9,266.2,0.0487,800,16427,45,False,20.53
gitbutlerapp/gitbutler,https://github.com/gitbutlerapp/gitbutler,Rust,20666,2023-01-31T14:56:22Z,0,3,60.0,0.5166666666666666,7.083055555555555,135,0.1585,44,0.0,1,1.0,1,0.86,0,12.034,18.6713,7.81,0.23,101,0.3399,0.0,21267,5310142.2,638010.0,10633,42534.0,69.7,19569.18,3131069.3,647501.8,83.4,7010.3,282.5,0.0376,800,21267,14,False,26.58
leptos-rs/leptos,https://github.com/leptos-rs/leptos,Rust,20636,2022-07-31T20:40:30Z,3,3,60.01,8.161666666666667,70.79166666666666,363,0.6641,80,0.0,1,0.0,1,0.58,0,14.809,-1.3497,16.66,0.37,0,0.0145,0.0,5049,508255.1,151470.0,2524,10098.0,2962.7,1665.7,266512.2,59240.2,78.1,1601.0,272.8,0.1584,800,5049,65,False,6.31
wasmerio/wasmer,https://github.com/wasmerio/wasmer,Rust,20629,2018-10-11T10:15:53Z,2,3,60.0,4.085555555555556,135.93777777777777,220,0.2525,81,0.0,1,2.0,1,0.5,1,13.719,0.8671,21.42,0.05,0,0.0886,0.0,15766,69827203.7,472980.0,7883,31532.0,898.8,292709.71,46833553.1,9382746.3,87.3,5917.2,325.7,0.0507,800,15766,25,False,19.71
cjpais/Handy,https://github.com/cjpais/Handy,Rust,20594,2025-02-13T02:42:29Z,2,3,60.09,9.364166666666666,11.774722222222222,105,0.7029,45,0.0,1,2.0,1,0.64,1,13.748,-1.6713,4.09,0.34,42,0.5495,0.0,663,293390.6,19890.0,331,1326.0,983.2,1122.56,179610.2,36880.0,77.7,299.1,318.4,1.2066,800,663,106,False,0.83
huggingface/candle,https://github.com/huggingface/candle,Rust,20093,2023-06-19T16:06:31Z,0,3,60.0,0.5555555555555556,185.22916666666663,256,0.6228,59,0.0,1,1.0,1,0.4,0,14.159,0.6084,0.0,0.24,0,0.2575,0.0,2574,544329.1,77220.0,1287,5148.0,142.2,1790.05,286408.5,59898.4,78.8,1136.4,379.6,0.3108,800,2574,142,False,3.22
ratatui/ratatui,https://github.com/ratatui/ratatui,Rust,20070,2023-02-12T21:56:20Z,2,3,60.03,20.239166666666662,65.46305555555556,255,0.2399,87,0.0,1,1.0,1,0.94,0,11.289,0.2797,25.0,0.12,0,0.0,0.0,1759,4033565.3,52770.0,879,3518.0,5161.0,14661.72,2345874.5,472482.2,82.4,338.5,166.1,0.4548,800,1759,67,False,2.2
cube-js/cube,https://github.com/cube-js/cube,Rust,19866,2018-09-16T18:58:46Z,1,3,60.0,11.413888888888888,21.386944444444445,354,0.2782,82,0.0,1,1.0,1,0.56,0,14.875,1.6643,1.58,0.08,41,0.476,0.0,9984,13155093.9,299520.0,4992,19968.0,4040.5,50729.42,8116707.1,1634537.6,82.1,4031.8,348.5,0.0801,800,9984,26,False,12.48
bee-san/RustScan,https://github.com/bee-san/RustScan,Rust,19677,2020-07-11T20:00:41Z,5,3,60.0,3.31125,238.6213888888889,80,0.6297,82,0.0,1,1.0,1,0.7,1,10.759,-0.7902,159.13,0.08,0,0.0275,0.0,740,429611.9,22200.0,370,1480.0,264.9,1396.18,223388.8,45497.2,79.4,164.9,173.0,1.0811,800,740,67,False,0.92
facebook/relay,https://github.com/facebook/relay,Rust,18933,2015-08-10T22:09:16Z,1,3,60.01,3.328888888888889,26.89138888888889,297,0.1813,80,0.0,1,0.0,1,0.72,0,15.88,0.2483,62.7,0.04,88,0.4532,0.0,9117,208371039.1,273510.0,4558,18234.0,988.7,922551.18,147608188.2,29531051.2,83.1,3283.2,311.2,0.0877,800,9117,77,False,11.4
Orange-OpenSource/hurl,https://github.com/Orange-OpenSource/hurl,Rust,18814,2020-08-25T14:50:56Z,0,3,60.0,0.6705555555555556,32.70041666666667,88,0.38,82,0.0,1,1.0,1,0.72,0,10.07,-1.0979,48.34,0.28,0,0.2732,0.0,4274,17954611.2,128220.0,2137,8548.0,59.0,70322.78,11251645.2,2254620.7,81.2,1282.7,257.0,0.1872,800,4274,11,False,5.34
screenpipe/screenpipe,https://github.com/screenpipe/screenpipe,Rust,18411,2024-06-19T13:23:56Z,0,3,60.0,0.3566666666666667,44.78777777777778,103,0.8707,43,0.0,1,0.0,1,0.44,0,8.769,-16.6748,0.61,0.74,0,0.4083,0.0,8254,12605586.3,247620.0,4127,16508.0,36.7,58208.14,9313301.7,1870925.3,76.3,2036.0,211.9,0.0969,800,8254,8,False,10.32
tursodatabase/turso,https://github.com/tursodatabase/turso,Rust,18374,2023-08-26T09:21:36Z,0,3,60.0,1.7880555555555555,24.991666666666667,232,0.2198,79,0.0,1,1.0,1,0.8,1,10.928,-22.2098,1.74,0.02,3,0.1474,0.0,16782,2091476.1,503460.0,8391,33564.0,414.8,7356.76,1177082.2,252322.9,87.8,5951.7,305.0,0.0477,800,16782,30,False,20.98
ruffle-rs/ruffle,https://github.com/ruffle-rs/ruffle,Rust,18001,2019-04-25T17:53:32Z,1,3,60.0,8.102777777777778,79.45027777777777,196,0.1501,92,0.0,1,1.0,1,0.96,1,13.115,-2.4371,0.45,0.33,0,0.2032,0.0,14514,5083750.4,435420.0,7257,29028.0,1588.1,18694.1,2991056.8,613201.8,88.4,4381.2,261.3,0.0551,800,14514,25,False,18.14
bytecodealliance/wasmtime,https://github.com/bytecodealliance/wasmtime,Rust,17922,2017-08-29T14:01:55Z,2,3,60.0,30.76027777777778,24.724722222222223,412,0.2104,88,0.0,1,1.0,1,0.9,1,15.652,2.4091,207.1,0.02,0,0.2976,0.0,13520,4312034.7,405600.0,6760,27040.0,12673.2,15726.34,2516214.1,520564.8,87.7,5922.9,378.5,0.0592,800,13520,60,False,16.9
rust-lang/book,https://github.com/rust-lang/book,Rust,17701,2015-12-11T22:49:49Z,4,3,60.0,12.239444444444445,49.05583333333333,435,0.5806,84,0.0,1,1.0,1,0.74,0,15.644,0.0,426.85,0.53,0,0.1133,0.0,5952,2109527.8,178560.0,2976,11904.0,5324.2,7423.45,1187751.9,245099.6,78.9,1883.1,274.1,0.1344,800,5952,45,False,7.44
kitao/pyxel,https://github.com/kitao/pyxel,Rust,17424,2018-06-10T04:58:54Z,0,3,60.0,13.21861111111111,295.99194444444447,65,0.9825,78,0.0,1,1.0,1,0.9,0,15.068,-0.0874,2.59,0.04,0,0.5799,0.0,7302,14689601.8,219060.0,3651,14604.0,859.2,68352.28,10936365.0,2194832.8,75.2,1508.2,175.9,0.1096,800,7302,2,False,9.13
asciinema/asciinema,https://github.com/asciinema/asciinema,Rust,17216,2011-11-21T21:45:44Z,2,3,60.0,33.19444444444444,135.41666666666666,58,0.8968,65,0.0,1,1.0,1,0.86,1,17.222,-0.5839,217.11,0.11,0,0.0801,0.0,1638,146519.8,49140.0,819,3276.0,1925.3,541.48,86637.0,19543.0,80.9,531.1,277.4,0.4884,800,1638,15,False,2.05
denisidoro/navi,https://github.com/denisidoro/navi,Rust,17054,2019-09-20T13:38:20Z,13,3,60.06,6.274722222222222,172.63833333333332,92,0.5649,44,0.0,1,1.0,1,0.16,1,11.257,0.5629,98.85,0.39,0,0.1901,0.0,1009,46080.0,30270.0,504,2018.0,577.3,133.94,21429.9,5468.2,83.3,265.4,224.1,0.7929,800,1009,57,False,1.26
RightNow-AI/openfang,https://github.com/RightNow-AI/openfang,Rust,17033,2026-02-24T23:12:38Z,3,3,60.0,73.36222222222221,165.73097222222222,53,0.6778,6,0.0,1,0.0,1,0.14,0,5.138,2.6643,2.23,0.11,0,0.1194,0.0,360,295848.2,10800.0,180,720.0,3888.2,943.7,150991.9,31724.8,68.4,131.1,131.1,1.3889,500,360,74,False,0.72
gfx-rs/wgpu,https://github.com/gfx-rs/wgpu,Rust,16992,2018-09-13T19:18:50Z,2,3,60.0,14.686666666666667,47.21888888888889,404,0.2159,93,0.0,1,1.0,1,0.9,1,12.523,0.7203,23.38,0.08,0,0.2132,0.0,8734,2355287.8,262020.0,4367,17468.0,5933.4,8334.08,1333452.0,277204.4,87.7,3211.1,317.2,0.0916,800,8734,62,False,10.92
getzola/zola,https://github.com/getzola/zola,Rust,16971,2016-12-06T02:57:25Z,3,3,60.03,24.46930555555556,16.81986111111111,429,0.523,84,0.0,1,1.0,1,0.72,0,14.775,-0.1294,75.25,0.14,0,0.0237,0.0,1721,3363576.7,51630.0,860,3442.0,10497.3,12115.82,1938530.4,392576.3,79.5,709.5,352.9,0.4648,800,1721,182,False,2.15
launchbadge/sqlx,https://github.com/launchbadge/sqlx,Rust,16923,2019-12-28T10:40:57Z,2,3,60.0,21.879583333333336,262.4272222222222,439,0.3698,86,0.0,1,2.0,1,0.58,1,13.784,0.2937,0.0,0.15,0,0.0102,0.0,2604,286778.5,78120.0,1302,5208.0,9605.1,913.35,146135.3,34712.6,86.1,1114.5,367.6,0.3072,800,2604,213,False,3.25
diem/diem,https://github.com/diem/diem,Rust,16682,2019-04-02T21:51:45Z,5,3,60.0,9.79652777777778,0.0,168,0.1108,38,0.0,1,0.0,1,0.76,0,13.007,0.0,0.0,0.0,0,0.0563,0.0,6768,3615948.8,203040.0,3384,13536.0,1645.8,13072.08,2091532.5,425568.2,83.5,2781.2,353.2,0.1182,800,6768,49,False,8.46
tikv/tikv,https://github.com/tikv/tikv,Rust,16648,2015-12-31T04:51:32Z,3,3,60.0,4.91,39.2575,388,0.1172,87,0.0,1,3.0,1,0.44,1,13.198,0.0594,22.37,0.06,0,0.0262,0.0,8066,3937163.0,241980.0,4033,16132.0,1905.1,14294.0,2287040.1,466045.6,88.6,3612.9,386.6,0.0992,800,8066,78,False,10.08
eythaann/Seelen-UI,https://github.com/eythaann/Seelen-UI,Rust,16421,2024-02-16T18:03:35Z,0,3,60.03,13.008888888888889,122.75472222222224,41,0.9537,55,0.0,1,1.0,1,0.48,0,5.461,1.3951,42.83,0.33,51,0.4448,0.0,2097,2603300.6,62910.0,1048,4194.0,533.4,11109.46,1777513.9,357759.8,75.5,738.7,304.4,0.3815,800,2097,7,False,2.62
clap-rs/clap,https://github.com/clap-rs/clap,Rust,16334,2015-02-25T13:36:33Z,4,3,60.0,2.2887500000000003,21.231944444444444,407,0.4906,90,0.0,1,2.0,1,0.68,1,14.877,-0.6364,15.45,0.08,0,0.1083,0.0,8230,610245.5,246900.0,4115,16460.0,931.5,2018.32,322932.0,73095.9,84.8,1716.8,180.7,0.0972,800,8230,47,False,10.29
rust-lang/rust-analyzer,https://github.com/rust-lang/rust-analyzer,Rust,16306,2017-12-21T19:24:42Z,0,3,60.0,0.4755555555555555,31.163055555555555,405,0.1777,81,0.0,1,1.0,1,0.98,0,12.365,5.479,10.39,0.17,0,0.0305,0.0,30611,3415361.8,918330.0,15305,61222.0,192.6,12311.75,1969880.0,424644.8,83.2,10229.4,288.9,0.0261,800,30611,31,False,38.26
hyperium/hyper,https://github.com/hyperium/hyper,Rust,16024,2014-08-30T21:14:33Z,0,3,60.0,3.310277777777777,34.693888888888885,410,0.6067,80,0.0,1,1.0,1,0.58,1,16.453,-0.1049,47.69,0.02,0,0.0362,0.0,2868,415744.0,86040.0,1434,5736.0,1357.2,1348.9,215823.4,46439.8,83.9,1181.9,354.7,0.2789,800,2868,159,False,3.58
lsd-rs/lsd,https://github.com/lsd-rs/lsd,Rust,15939,2018-11-24T11:04:12Z,18,3,60.06,5.285,168.66,172,0.2341,92,0.0,1,1.0,1,0.64,1,11.794,0.028,115.56,0.3,0,0.0092,0.0,1021,50497.8,30630.0,510,2042.0,909.0,147.45,23592.2,6012.1,86.2,393.3,328.2,0.7835,800,1021,121,False,1.28
PyO3/pyo3,https://github.com/PyO3/pyo3,Rust,15616,2017-05-13T05:22:06Z,2,3,60.01,7.395,66.25569444444444,412,0.3407,86,0.0,1,2.0,1,0.6,1,12.853,-0.0699,21.38,0.15,31,0.0372,0.0,6897,1649283.7,206910.0,3448,13794.0,3046.7,5732.86,917257.7,191262.6,86.4,2863.0,357.9,0.116,800,6897,63,False,8.62
iii-hq/iii,https://github.com/iii-hq/iii,Rust,15343,2025-01-02T17:45:02Z,1,3,60.0,4.113055555555556,14.950277777777778,40,0.1983,65,0.0,1,2.0,1,0.84,0,11.482,1.3182,3.15,0.02,28,0.3308,0.0,1452,16227562.1,43560.0,726,2904.0,164.5,63237.86,10118058.1,2025113.0,82.9,549.9,323.4,0.551,800,1452,12,False,1.81
louis-e/arnis,https://github.com/louis-e/arnis,Rust,15314,2022-09-10T13:42:29Z,2,3,60.0,1.038333333333333,204.96694444444444,46,0.8189,71,0.0,1,1.0,1,0.38,1,7.639,6.0664,37.19,0.03,0,0.0013,0.0,1756,2792477.3,52680.0,878,3512.0,47.8,11958.64,1913381.6,384446.7,81.6,455.1,221.7,0.4556,800,1756,15,False,2.19
benfred/py-spy,https://github.com/benfred/py-spy,Rust,15139,2018-08-01T02:22:15Z,2,3,60.0,0.9236111111111112,1271.6308333333334,51,0.8043,90,0.0,1,1.0,1,0.9,1,15.737,0.5,173.64,0.17,11,0.0107,0.0,506,93447.3,15180.0,253,1012.0,47.1,337.67,54026.6,11325.4,74.4,182.9,181.8,0.9881,500,506,53,False,1.01
memvid/memvid,https://github.com/memvid/memvid,Rust,15123,2025-05-27T16:01:08Z,41,3,60.24,4.767777777777778,103.6325,23,0.2627,41,0.0,1,1.0,1,0.46,1,6.495,-0.7483,61.62,0.5,0,0.015,0.0,255,896058.5,7650.0,127,510.0,109.7,3021.1,483375.3,96963.0,72.8,84.2,84.2,1.0078,257,255,24,False,0.99
quickwit-oss/tantivy,https://github.com/quickwit-oss/tantivy,Rust,15070,2016-01-11T08:32:16Z,0,3,60.0,15.613333333333332,61.44166666666666,174,0.5157,64,0.0,1,1.0,1,0.8,1,14.133,0.1049,83.0,0.11,0,0.0002,0.0,3376,1899315.2,101280.0,1688,6752.0,2716.7,6648.72,1063795.4,216950.1,84.8,1297.8,331.3,0.237,800,3376,66,False,4.22
Y2Z/monolith,https://github.com/Y2Z/monolith,Rust,15032,2017-02-20T07:47:35Z,4,3,60.32,6.931111111111111,159.68,28,0.4764,82,0.0,1,1.0,1,0.84,1,12.627,0.0,116.71,0.29,0,0.0176,0.0,191,130194.3,5730.0,95,382.0,194.1,398.6,63775.3,13004.3,72.8,191.6,191.6,2.6178,500,191,29,False,0.38
tracel-ai/burn,https://github.com/tracel-ai/burn,Rust,14945,2022-07-18T23:11:45Z,2,3,60.02,0.2640277777777777,110.50916666666669,255,0.2707,70,0.0,1,2.0,1,0.32,0,11.629,0.1084,31.15,0.0,0,0.0055,0.0,2549,2200020.1,76470.0,1274,5098.0,67.3,7758.17,1241307.0,250830.6,82.1,1070.1,360.7,0.3138,800,2549,60,False,3.19
neovide/neovide,https://github.com/neovide/neovide,Rust,14933,2019-12-06T20:51:39Z,1,3,60.04,10.194444444444445,26.802083333333336,222,0.2939,65,0.0,1,1.0,1,0.88,0,11.276,-0.0664,92.11,0.24,0,0.0394,0.0,1531,2580655.5,45930.0,765,3062.0,2263.2,9173.35,1467735.4,295757.0,82.0,644.3,359.8,0.5225,800,1531,89,False,1.91
rust-lang/cargo,https://github.com/rust-lang/cargo,Rust,14880,2014-03-04T23:20:42Z,2,3,60.0,3.78875,12.294583333333334,413,0.2887,70,0.0,1,1.0,1,0.72,1,14.514,0.3776,0.0,0.16,0,0.0408,0.0,20580,2009907.2,617400.0,10290,41160.0,1564.8,7055.8,1128927.4,246834.9,86.9,7520.7,314.4,0.0389,800,20580,38,False,25.73
analysis-tools-dev/static-analysis,https://github.com/analysis-tools-dev/static-analysis,Rust,14507,2015-12-18T16:58:30Z,4,3,60.0,3.8590277777777775,315.3547222222222,322,0.5878,88,0.0,1,1.0,1,0.44,0,12.386,-0.1678,0.0,0.3,0,0.0298,0.0,1310,1220637.3,39300.0,655,2620.0,1242.6,4179.53,668724.4,135427.7,78.8,122.9,80.1,0.6107,800,1310,59,False,1.64
LGUG2Z/komorebi,https://github.com/LGUG2Z/komorebi,Rust,14445,2021-07-29T23:20:15Z,2,3,60.05,2.9054166666666665,19.37388888888889,52,0.7462,86,0.0,1,0.0,1,0.56,0,9.096,-0.521,34.58,0.52,0,0.0241,0.0,1257,460419.7,37710.0,628,2514.0,151.1,1801.79,288286.3,58959.6,77.4,480.4,326.3,0.6364,800,1257,26,False,1.57
LemmyNet/lemmy,https://github.com/LemmyNet/lemmy,Rust,14356,2019-02-14T17:17:17Z,2,3,60.01,4.523611111111111,196.0875,253,0.5509,82,0.0,1,1.0,1,0.0,0,14.292,-0.028,34.41,0.0,0,0.2215,0.0,5395,1125229.7,161850.0,2697,10790.0,1144.5,3837.2,613952.1,128528.8,79.3,1998.7,320.6,0.1483,800,5395,22,False,6.74
XAMPPRocky/tokei,https://github.com/XAMPPRocky/tokei,Rust,14316,2015-05-26T20:55:45Z,91,3,60.0,18.608888888888888,0.0,298,0.571,85,0.0,1,1.0,1,0.76,1,11.943,0.0,155.81,0.16,0,0.0211,0.0,902,87859.2,27060.0,451,1804.0,5545.4,263.75,42199.6,11005.5,75.2,308.8,291.7,0.8869,800,902,193,False,1.13
astral-sh/rye,https://github.com/astral-sh/rye,Rust,14239,2023-04-22T22:23:54Z,81,3,60.08,3.1836111111111114,120.31722222222224,103,0.6023,82,0.0,1,1.0,1,0.54,0,15.989,0.0,20.03,0.31,12,0.3728,0.0,777,103424.0,23310.0,388,1554.0,327.9,313.01,50082.2,10891.8,68.9,253.4,268.2,1.0296,800,777,83,False,0.97
sunface/rust-by-practice,https://github.com/sunface/rust-by-practice,Rust,14160,2018-04-18T02:13:19Z,39,3,60.08,31.942222222222224,12.091111111111111,129,0.6619,83,0.0,1,1.0,1,0.5,0,11.347,-0.007,0.0,0.21,0,0.2654,0.0,763,84202.1,22890.0,381,1526.0,4120.5,252.23,40357.1,10070.6,71.6,225.2,238.0,1.0485,800,763,130,False,0.95
vosen/ZLUDA,https://github.com/vosen/ZLUDA,Rust,14142,2020-01-05T18:26:03Z,1,3,60.11,24.99888888888889,125.65083333333334,14,0.778,65,0.0,1,2.0,1,0.18,0,11.74,-0.0245,6.55,0.11,0,0.0492,0.0,545,346521.6,16350.0,272,1090.0,350.0,1336.93,213909.1,43431.8,65.8,250.0,239.3,0.9174,500,545,15,False,1.09
microsoft/RustTraining,https://github.com/microsoft/RustTraining,Rust,14061,2026-03-13T04:25:17Z,3,3,60.47,10.010277777777778,25.13388888888889,32,0.5969,47,0.0,1,1.0,1,0.4,0,3.027,2.1189,0.0,0.36,0,0.3554,0.0,129,52107.0,3870.0,64,258.0,320.3,152.39,24382.1,5101.5,65.7,40.3,40.3,1.0698,138,129,35,False,0.93
diesel-rs/diesel,https://github.com/diesel-rs/diesel,Rust,14048,2015-08-29T22:51:00Z,2,3,60.01,4.8875,174.71666666666667,396,0.3342,80,0.0,1,1.0,1,0.56,0,13.846,-0.6853,24.65,0.07,0,0.0006,0.0,7277,3832159.1,218310.0,3638,14554.0,1935.5,13893.99,2223038.2,452465.3,81.5,2179.2,258.6,0.1099,800,7277,37,False,9.1
tensorflow/tensorflow,https://github.com/tensorflow/tensorflow,C++,194858,2015-11-07T01:19:20Z,0,4,60.0,9.337777777777776,0.0,412,0.3745,39,0.0,1,0.0,1,0.86,0,10.719,8.3392,48.1,0.0,0,0.4417,0.0,153730,38457051.4,4611900.0,76865,307460.0,3847.2,156471.78,25035484.8,5161981.1,81.3,67344.6,376.2,0.0052,800,153730,115,False,192.16
f/prompts.chat,https://github.com/f/prompts.chat,HTML,160552,2022-12-05T13:54:13Z,0,4,60.01,2.7527777777777778,39.66555555555556,255,0.3813,67,0.0,1,1.0,1,0.8,0,12.996,0.8322,0.0,0.12,77,0.5155,0.0,4251,9737186.7,127530.0,2125,8502.0,702.0,36988.47,5918155.9,1188092.8,81.2,1775.8,360.3,0.1882,800,4251,115,False,5.31
rasbt/LLMs-from-scratch,https://github.com/rasbt/LLMs-from-scratch,Jupyter Notebook,91353,2023-07-23T18:15:57Z,8,4,60.0,0.0,0.0,59,0.8397,0,0.0,1,1.0,1,1.0,0,11.971,-0.0664,0.0,0.34,14,0.2462,0.0,1042,461004.8,31260.0,521,2084.0,0.0,1804.19,288671.0,58776.2,75.9,448.3,366.4,0.7678,800,1042,47,False,1.3
microsoft/ML-For-Beginners,https://github.com/microsoft/ML-For-Beginners,Jupyter Notebook,85441,2021-03-03T01:34:05Z,0,4,60.0,4.216527777777777,72.63347222222222,140,0.335,90,0.0,1,1.0,1,0.68,0,11.286,0.7273,0.0,0.37,12,0.1825,0.0,2146,65175844.6,64380.0,1073,4292.0,590.3,272271.54,43563445.9,8715012.3,81.7,299.3,119.5,0.3728,800,2146,14,False,2.68
Developer-Y/cs-video-courses,https://github.com/Developer-Y/cs-video-courses,,80464,2016-10-21T17:02:11Z,12,4,60.12,11.505416666666664,0.0,112,0.4836,80,0.0,1,1.0,1,0.0,0,7.311,-0.0629,0.0,0.34,0,0.0,0.0,519,36454.4,15570.0,259,1038.0,1288.6,104.72,16755.9,4256.8,71.9,225.3,221.1,0.9634,500,519,120,False,1.04
mlabonne/llm-course,https://github.com/mlabonne/llm-course,,78650,2023-06-17T22:16:25Z,78,4,60.0,28.37236111111111,43.789722222222224,3,0.9792,2,0.0,1,1.0,0,0.0,0,5.08,-0.0769,0.0,0.4271,0,0.0,0.0,96,223436.8,2880.0,48,192.0,85.1,843.34,134935.1,27108.6,32.4,38.1,38.1,1.0,96,96,3,False,1.0
netdata/netdata,https://github.com/netdata/netdata,C,78584,2013-06-17T18:39:10Z,0,4,60.0,1.6047222222222222,1.8619444444444448,402,0.3167,67,0.0,1,2.0,1,0.6,1,10.831,-0.3077,11.49,0.05,0,0.4462,0.0,20922,7845068.8,627660.0,10461,41844.0,645.1,29480.7,4716912.5,964498.0,86.8,5900.0,244.8,0.0382,800,20922,14,False,26.15
tesseract-ocr/tesseract,https://github.com/tesseract-ocr/tesseract,C++,73715,2014-08-12T18:04:59Z,3,4,60.01,8.55,22.70125,196,0.3723,73,0.0,1,1.0,1,1.0,1,12.984,-0.451,88.14,0.43,0,0.0465,0.0,6451,1574414.6,193530.0,3225,12902.0,1675.8,5459.92,873587.3,181671.2,86.0,2315.4,309.6,0.124,800,6451,46,False,8.06
binhnguyennus/awesome-scalability,https://github.com/binhnguyennus/awesome-scalability,,70570,2017-12-27T03:46:40Z,110,4,60.06,5.818333333333333,0.0,28,0.9546,37,0.0,1,2.0,1,1.0,0,10.547,0.0,0.0,0.64,0,0.0,0.0,947,47016.2,28410.0,473,1894.0,162.9,164.15,26264.7,6248.8,65.5,358.5,322.2,0.8448,800,947,24,False,1.18
pathwaycom/llm-app,https://github.com/pathwaycom/llm-app,Jupyter Notebook,59924,2023-07-19T08:43:37Z,107,4,60.0,3.326111111111111,139.85875,22,0.2162,43,0.0,1,1.0,1,0.9583,0,8.647,0.0,0.0,0.01,37,0.1442,0.0,222,1828834.7,6660.0,111,444.0,73.2,6389.91,1022384.9,204720.9,62.3,118.0,118.0,1.1216,249,222,24,False,0.89
JuliaLang/julia,https://github.com/JuliaLang/julia,Julia,48617,2011-04-21T07:01:50Z,0,4,60.0,1.8752777777777776,19.18111111111111,392,0.1832,80,0.0,1,1.0,1,0.96,1,14.922,-0.9266,14.91,0.12,0,0.302,0.0,54412,10697845.0,1632360.0,27206,108824.0,735.1,40829.34,6532694.4,1361171.4,88.2,22629.5,358.9,0.0147,800,54412,72,False,68.02
microsoft/AI-For-Beginners,https://github.com/microsoft/AI-For-Beginners,Jupyter Notebook,46858,2021-03-03T16:27:36Z,0,4,60.0,36.46833333333333,96.64958333333334,65,0.2527,38,0.0,1,1.0,1,0.78,0,10.162,-1.0629,0.0,0.2,6,0.0,0.0,1104,41445902.6,33120.0,552,2208.0,2370.4,169264.91,27082384.9,5418292.1,82.5,175.6,135.3,0.7246,800,1104,11,False,1.38
google-research/google-research,https://github.com/google-research/google-research,Jupyter Notebook,37786,2018-10-04T18:42:48Z,0,4,60.02,289.6890277777778,52.102777777777774,389,0.0643,26,0.0,1,1.0,1,0.74,0,11.849,0.4685,0.0,0.05,0,0.5161,0.0,3609,34622873.6,108270.0,1804,7218.0,112689.0,140133.67,22421387.8,4521693.3,84.4,1590.9,379.0,0.2217,800,3609,154,False,4.51
google-ai-edge/mediapipe,https://github.com/google-ai-edge/mediapipe,C++,34911,2019-06-13T19:16:41Z,0,4,60.0,0.0,402.5369444444444,100,0.2889,0,0.0,1,1.0,1,0.92,0,8.763,0.7343,45.42,0.11,1,0.3679,0.0,2582,17756598.9,77460.0,1291,5164.0,0.0,69508.68,11121388.1,2226859.6,82.1,1182.4,393.6,0.3098,800,2582,25,False,3.23
patchy631/ai-engineering-hub,https://github.com/patchy631/ai-engineering-hub,Jupyter Notebook,34062,2024-10-21T10:43:24Z,32,4,60.12,46.473888888888894,2035.55125,12,0.5188,46,0.0,1,1.0,0,0.0,0,6.821,-0.2692,0.0,0.08,0,0.1091,0.0,505,8044631.8,15150.0,252,1010.0,557.7,30268.63,4842980.3,969268.4,53.7,160.8,160.0,0.9901,500,505,14,False,1.01
openai/CLIP,https://github.com/openai/CLIP,Jupyter Notebook,33318,2020-12-16T11:24:42Z,30,4,60.0,71.12305555555557,126.13472222222222,23,0.5517,28,0.0,1,1.0,1,0.0,1,14.258,-0.014,0.0,0.1724,0,0.0093,0.0,58,267498.1,1740.0,29,116.0,1635.8,848.98,135836.9,27716.1,67.9,29.7,29.7,1.0,58,58,23,False,1.0
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning,Python,31077,2019-03-31T00:45:57Z,1,4,60.01,2.5097222222222224,134.31944444444446,432,0.2416,83,0.0,1,3.0,1,0.76,1,11.777,0.507,28.57,0.04,2,0.0024,0.0,9641,3911709.3,289230.0,4820,19282.0,1084.2,14196.99,2271517.7,464269.8,87.5,2674.0,239.6,0.083,800,9641,66,False,12.05
