stars,days_inactive,code_churn_normalized,pr_merge_time_median_h,issues_resolution_time_h,active_contributors,bus_factor_ratio,pr_count_merged,review_cycle_count,has_ci,ci_success_rate,has_tests,weighted_experience,commit_velocity_trend,release_regularity,weekend_commit_ratio,dependency_count,language_diversity,log_active_contributors,log_pr_count_merged,log_stars,log_dependency_count,log_code_churn_normalized,log_pr_merge_time_median_h,log_issues_resolution_time_h,process_maturity,effort_distribution,ci_failure_rate,pr_per_contributor,exp_weighted_churn,contributor_productivity,review_effort_proxy
71065,6,48.03,28.320833333333333,60.59,316,0.7905,51,3.5,1,0.96,1,15.187,-0.2273,109.5,0.15,70,0.5381,5.75890177387728,3.9512437185814275,11.171364301698677,4.2626798770413155,3.892432355663142,3.3782982986245575,4.120499519698952,1.0,0.20950000000000002,0.040000000000000036,0.1608832807570978,729.43161,0.15151419558359622,99.12291666666667
68976,2,77.44,7.004166666666666,8.363055555555555,322,0.6525,24,1.0,1,0.54,1,17.302,-0.2168,154.76,0.21,53,0.0,5.777652323222656,3.2188758248682006,11.14152839467816,3.9889840465642745,4.362334001328145,2.0799622394265653,2.2367716854599813,1.0,0.34750000000000003,0.45999999999999996,0.07430340557275542,1339.86688,0.23975232198142415,7.004166666666666
67387,10,73.64,22.280972222222225,47.00111111111112,426,0.337,34,2.0,1,0.36,1,11.799,0.0315,36.74,0.14,93,0.1114,6.056784013228625,3.5553480614894135,11.118222239506094,4.543294782270004,4.312676556539088,3.147636384114172,3.871224158788125,1.0,0.663,0.64,0.07962529274004684,868.8783599999999,0.17245901639344263,44.56194444444445
67357,71,19.38,177.48194444444442,149.93694444444444,53,0.9123,52,1.0,1,0.84,1,14.266,-0.0629,233.24,0.31,143,0.1719,3.9889840465642745,3.970291913552122,11.117776957264015,4.969813299576001,3.0145540277945786,5.184487444531789,5.016862163140785,1.0,0.0877,0.16000000000000003,0.9629629629629629,276.47508,0.35888888888888887,177.48194444444442
66342,14,28.55,4.451388888888889,1947.8038888888889,196,0.7144,70,0.0,1,0.7442,1,11.732,-0.0455,0.0,0.17,32,0.0,5.2832037287379885,4.2626798770413155,11.102593533064349,3.4965075614664802,3.386083743852107,1.695870418206408,7.574971073043599,1.0,0.28559999999999997,0.2558,0.3553299492385787,334.9486,0.1449238578680203,0.0
65785,1,255.91,9.2775,17.496944444444445,390,0.5727,71,1.0,1,0.8,1,13.548,-0.8916,15.3,0.1,184,0.0329,5.968707559985366,4.276666119016055,11.094162328718074,5.220355825078324,5.548725829010259,2.3299570397898965,2.917605553277846,1.0,0.4273,0.19999999999999996,0.1815856777493606,3467.06868,0.6545012787723785,9.2775
62969,1,272.46,2.3798611111111114,41.30444444444444,110,0.9529,46,1.0,1,0.96,0,15.193,0.4091,23.77,0.28,17,0.112,4.709530201312334,3.8501476017100584,11.050413701482789,2.8903717578961645,5.611155358880936,1.217834617263408,3.7448921501414234,0.5,0.04710000000000003,0.040000000000000036,0.4144144144144144,4139.48478,2.4545945945945946,2.3798611111111114
61256,3,118.01,2.535,11.121388888888887,219,0.8681,34,1.0,1,0.5,1,17.985,0.1503,1681.77,0.09,38,0.028,5.393627546352362,3.5553480614894135,11.022833407591145,3.6635616461296463,4.779207523194349,1.2627132993485362,2.494971568868499,1.0,0.13190000000000002,0.5,0.15454545454545454,2122.40985,0.536409090909091,2.535
60681,2,25.88,26.1825,49.223333333333336,14,0.754,23,1.0,1,0.88,0,13.182,0.1538,13.47,0.28,35,0.0498,2.70805020110221,3.1780538303479458,11.013402392708365,3.58351893845611,3.2913825156549485,3.3025733838897677,3.9164797261450874,0.5,0.246,0.12,1.5333333333333334,341.15015999999997,1.7253333333333332,26.1825
59838,4,81.45,139.57472222222222,7.6755555555555555,296,0.2703,11,1.0,1,0.88,1,16.657,0.028,154.51,0.19,140,0.0591,5.6937321388027,2.4849066497880004,10.999412901278777,4.948759890378168,4.412192049005608,4.9457391781650895,2.1605093647686178,1.0,0.7297,0.12,0.037037037037037035,1356.71265,0.27424242424242423,139.57472222222222
58936,1,146.82,7.768333333333333,10.063611111111111,191,0.6352,52,1.0,1,0.64,0,10.688,0.2867,16.19,0.03,54,0.0138,5.2574953720277815,3.970291913552122,10.984224355776732,4.007333185232471,4.995995317356741,2.171146746514661,2.40366144471282,0.5,0.3648,0.36,0.2708333333333333,1569.21216,0.7646875,7.768333333333333
443513,0,438.12,8.325277777777778,5.841944444444444,382,0.0771,55,1.0,1,0.7,0,11.536,-1.8462,0.0,0.27,100,0.2299,5.948034989180646,4.02535169073515,13.002484647313587,4.61512051684126,6.084772724241634,2.232728753587849,1.9230719667394078,0.5,0.9229,0.30000000000000004,0.14360313315926893,5054.15232,1.143916449086162,8.325277777777778
363563,0,17202.09,4.124027777777778,0.6841666666666667,357,0.6294,50,2.0,1,0.72,1,16.384,164.3811,0.83,1.0,1718,0.0967,5.8805329864007,3.9318256327243257,12.803710626482667,7.449498005382849,9.752844297828997,1.633940805131772,0.5212708816275294,1.0,0.37060000000000004,0.28,0.13966480446927373,281839.04256000003,48.05053072625699,8.248055555555556
353565,0,140.9,54.36527777777778,44.410555555555554,468,0.5344,22,1.0,1,0.94,1,11.181,-0.3601,0.0,0.0,100,0.1548,6.150602768446279,3.1354942159291497,12.775825451276393,4.61512051684126,4.955122584165997,4.013952642346513,3.815744579246772,1.0,0.4656,0.06000000000000005,0.046908315565031986,1575.4029,0.3004264392324094,54.36527777777778
185495,0,597.66,17.682222222222222,19.895972222222223,422,0.248,67,2.0,1,0.18,0,11.423,1.8182,1.4,0.0,155,0.0863,6.0473721790462776,4.219507705176107,12.130788597454817,5.049856007249537,6.39469382427457,2.9275723883709315,3.0395564237584423,0.5,0.752,0.8200000000000001,0.15839243498817968,6827.07018,1.4129078014184397,35.364444444444445
149133,0,2204.67,3.498611111111111,2.4208333333333334,453,0.207,65,0.0,1,0.46,0,11.148,-2.451,1.1,0.08,80,0.4159,6.118097198041348,4.189654742026425,11.912600509632751,4.394449154672439,7.698786596601686,1.5037687071612282,1.229884186110437,0.5,0.793,0.54,0.14317180616740088,24577.66116,4.8561013215859035,0.0
139083,0,659.46,0.5973611111111111,1.6925,459,0.0745,26,1.0,1,0.78,0,9.604,12.1084,7.05,0.07,13,0.4719,6.131226489483141,3.295836866004329,11.84283334613388,2.6390573296152584,6.492936561946857,0.46835296208843474,0.9904701300484066,0.5,0.9255,0.21999999999999997,0.05652173913043478,6333.45384,1.433608695652174,0.5973611111111111
139018,19,29.19,1.1355555555555557,7.148055555555556,174,0.4938,65,1.0,1,0.0,0,11.537,0.0699,0.0,0.2,13,0.0874,5.1647859739235145,4.189654742026425,11.842365893418995,2.6390573296152584,3.4075107437187473,0.7587268262059271,2.097779316647102,0.5,0.5062,1.0,0.37142857142857144,336.76503,0.1668,1.1355555555555557
121896,0,107.72,0.6563888888888889,34.31472222222222,340,0.267,51,1.0,1,0.72,0,11.327,-0.7552,121.72,0.27,75,0.0595,5.831882477283517,3.9512437185814275,11.710931704830182,4.330733340286331,4.688775769842889,0.5046398646789045,3.5642999371134625,0.5,0.733,0.28,0.1495601173020528,1220.14444,0.3158944281524927,0.6563888888888889
115123,0,779.29,3.47375,12.286666666666669,348,0.3177,92,2.0,1,0.98,1,9.673,-4.2762,0.0,0.26,59,0.4594,5.855071922202427,4.532599493153256,11.653765087309242,4.0943445622221,6.659665645456846,1.4982269830980985,2.5867610261165392,1.0,0.6823,0.020000000000000018,0.2636103151862464,7538.0721699999995,2.232922636103152,6.9475
113266,0,343.12,2.8166666666666664,3.097083333333333,135,0.2689,60,2.0,1,0.84,0,5.605,0.8531,24.19,0.24,103,0.4134,4.912654885736052,4.110873864173311,11.637503142455122,4.6443908991413725,5.840990433753148,1.3393774413321389,1.4102753384441191,0.5,0.7311000000000001,0.16000000000000003,0.4411764705882353,1923.1876000000002,2.5229411764705882,5.633333333333333
112958,0,127.15,23.177777777777777,43.99888888888889,462,0.6271,59,1.0,1,0.14,0,15.492,-5.0944,7.61,0.1,59,0.0955,6.137727054086234,4.0943445622221,11.634780199996666,4.0943445622221,4.85320145281008,3.185433937645568,3.8066377981074586,0.5,0.3729,0.86,0.12742980561555076,1969.8078000000003,0.274622030237581,23.177777777777777
112089,0,532.54,13.119444444444444,42.636944444444445,137,0.3766,81,1.0,1,0.46,0,7.165,1.2413,14.87,0.03,0,0.3319,4.927253685157205,4.406719247264253,11.627057399015142,0.0,6.279534044501028,2.6475528859967468,3.7759041412001717,0.5,0.6234,0.54,0.5869565217391305,3815.6490999999996,3.8589855072463766,13.119444444444444
108657,2,580.68,11.24625,58.43833333333333,344,0.1231,74,1.0,1,0.62,1,13.198,-1.1224,43.83,0.07,67,0.0014,5.84354441703136,4.31748811353631,11.59596061389894,4.219507705176107,6.365920468341801,2.505219767676715,4.0849393605368025,1.0,0.8769,0.38,0.2144927536231884,7663.81464,1.6831304347826086,11.24625
102345,0,1223.96,0.5047222222222223,27.96055555555556,443,0.0662,48,2.0,1,0.38,0,11.934,-7.3427,1.07,0.02,148,0.0211,6.095824562432225,3.8918202981106265,11.536114508742926,5.003946305945459,7.11066346938448,0.40860831121369756,3.365934750881703,0.5,0.9338,0.62,0.10810810810810811,14606.73864,2.756666666666667,1.0094444444444446
101391,0,1062.04,5.615,13.688611111111111,387,0.1464,53,1.0,1,0.46,0,11.643,3.1049,200.6,0.0,76,0.3128,5.961005339623274,3.9889840465642745,11.526749471563297,4.343805421853684,6.9688880069848755,1.889339797566919,2.687072439161255,0.5,0.8536,0.54,0.13659793814432988,12365.33172,2.737216494845361,5.615
100053,0,636.04,18.03361111111111,2.662361111111111,378,0.0572,59,1.0,1,0.3,0,12.757,-2.7727,2.88,0.0,160,0.1246,5.937536205082426,4.0943445622221,11.513465319222695,5.081404364984463,6.456832447949189,2.946206422166402,1.2981080517432078,0.5,0.9428,0.7,0.15567282321899736,8113.96228,1.6782058047493402,18.03361111111111
98559,0,421.46,3.210277777777778,3.3672222222222223,459,0.2363,58,1.0,1,0.9,0,9.027,-1.8636,10.31,0.08,6,0.4699,6.131226489483141,4.07753744390572,11.498420778767347,1.9459101490553132,6.046094767759096,1.4375286259874556,1.4741271599095005,0.5,0.7637,0.09999999999999998,0.12608695652173912,3804.5194199999996,0.9162173913043478,3.210277777777778
97842,0,538.75,0.8952777777777777,14.82402777777778,368,0.3967,49,2.0,1,0.92,1,13.241,-0.8147,5.38,0.24,242,0.0058,5.910796644040527,3.912023005428146,11.491119432196781,5.493061443340548,6.291106069394917,0.6393654123712221,2.761529530299555,1.0,0.6033,0.07999999999999996,0.13279132791327913,7133.58875,1.4600271002710028,1.7905555555555555
94743,0,144.2,2.0330555555555554,7.808055555555556,319,0.5148,73,1.0,1,0.8,0,12.927,-0.2413,15.83,0.05,37,0.1819,5.768320995793772,4.30406509320417,11.45893379640133,3.6375861597263857,4.978112102390695,1.1095705455698648,2.1756667067978026,0.5,0.48519999999999996,0.19999999999999996,0.228125,1864.0733999999998,0.45062499999999994,2.0330555555555554
94188,0,124.12,1.4608333333333334,18.65194444444445,446,0.2261,80,1.0,1,0.74,1,10.942,-0.4021,5.61,0.0,127,0.0639,6.102558594613569,4.394449154672439,11.453058680922199,4.852030263919617,4.829273276797001,0.9005000459678311,2.9781762873354025,1.0,0.7739,0.26,0.1789709172259508,1358.12104,0.2776733780760626,1.4608333333333334
89794,0,1560.08,10.747083333333332,13.788888888888888,367,0.2093,82,2.5,1,0.38,0,14.022,-5.4371,1.75,0.02,67,0.2024,5.908082938168931,4.418840607796598,11.405284573452837,4.219507705176107,7.353133168401468,2.4636049828264044,2.6938761480648465,0.5,0.7907,0.62,0.22282608695652173,21875.441759999998,4.239347826086957,26.867708333333333
87793,143,231.91,2.0383333333333336,91.09847222222224,259,0.3788,44,2.0,1,0.44,1,9.845,0.0,32.65,0.3,65,0.0831,5.560681631015528,3.8066624897703196,11.382748440158279,4.189654742026425,5.450652112851316,1.1113091194625166,4.522858354874187,1.0,0.6212,0.56,0.16923076923076924,2283.15395,0.8919615384615385,4.076666666666667
87626,0,249.75,7.556805555555556,312.6752777777777,365,0.2419,80,2.0,1,0.88,1,11.021,-1.2937,12.95,0.13,116,0.5139,5.902633333401366,4.394449154672439,11.380844448612793,4.762173934797756,5.524456426842045,2.1467269377414335,5.748358303604557,1.0,0.7581,0.12,0.2185792349726776,2752.4947500000003,0.6823770491803278,15.113611111111112
87253,0,539.4,2.344027777777778,17.090138888888887,467,0.2147,70,1.0,1,0.5,1,12.145,2.049,16.2,0.06,143,0.0915,6.148468295917647,4.2626798770413155,11.376578684286018,4.969813299576001,6.292309606086044,1.2071760019396822,2.8953669770388077,1.0,0.7853,0.5,0.14957264957264957,6551.013,1.1525641025641025,2.344027777777778
84488,7,528.22,4.276527777777778,82.78027777777778,426,0.1535,54,0.0,1,0.0,0,10.835,-0.451,24.45,0.27,17,0.3064,6.056784013228625,4.007333185232471,11.344376627356644,2.8903717578961645,6.271404224421603,1.6632682635475924,4.428197631075314,0.5,0.8465,1.0,0.12646370023419204,5723.2637,1.237049180327869,0.0
83261,10,20.9,15.0125,2309.833611111111,83,0.3009,53,0.0,1,0.94,0,12.158,-1.2448,0.0,0.2,0,0.4521,4.430816798843313,3.9889840465642745,11.329747541599065,0.0,3.086486636822455,2.7733696672228527,7.745363609028572,0.5,0.6991,0.06000000000000005,0.6309523809523809,254.10219999999998,0.24880952380952379,0.0
82724,0,432.0,0.5898611111111112,118.50833333333334,9,0.9671,24,0.0,1,0.04,1,17.435,3.2972,0.0,0.32,87,0.2563,2.302585092994046,3.2188758248682006,11.323277132789812,4.477336814478207,6.07073772800249,0.46364666091432966,4.783386103947167,1.0,0.03290000000000004,0.96,2.4,7531.919999999999,43.2,0.0
80196,0,289.0,7.189444444444445,30.683055555555555,437,0.2423,63,1.0,1,0.52,0,11.56,0.2657,3.53,0.02,60,0.177,6.082218910376446,4.1588830833596715,11.292241386671176,4.110873864173311,5.66988092298052,2.102846062163022,3.4557820129124472,0.5,0.7577,0.48,0.14383561643835616,3340.84,0.6598173515981736,7.189444444444445
79024,0,186.39,1.067361111111111,111.46111111111112,304,0.435,66,3.0,1,0.7,0,10.774,-0.5629,7.54,0.04,50,0.3341,5.720311776607412,4.204692619390966,11.277519537083819,3.9318256327243257,5.233192006587575,0.72627296844573,4.722607482871367,0.5,0.565,0.30000000000000004,0.21639344262295082,2008.1658599999996,0.6111147540983606,3.202083333333333
77777,0,266.82,20.894166666666667,6.707638888888889,268,0.4682,57,1.0,1,0.78,0,6.528,-0.5105,4.93,0.04,0,0.5208,5.594711379601839,4.060443010546419,11.261613893828098,0.0,5.59031511306742,3.0862202390890663,2.042211900581933,0.5,0.5318,0.21999999999999997,0.21189591078066913,1741.8009599999998,0.9918959107806691,20.894166666666667
77272,1,107.36,8.0625,122.39138888888888,253,0.3674,64,1.0,1,0.66,1,9.854,0.7168,7.12,0.06,89,0.1724,5.537334267018537,4.174387269895637,11.255099885073665,4.499809670330265,4.685459017216894,2.204145020180793,4.815361326936637,1.0,0.6326,0.33999999999999997,0.25196850393700787,1057.92544,0.4226771653543307,8.0625
75613,0,728.81,1.0548611111111112,1.0477777777777777,315,0.2431,52,1.0,1,0.08,1,7.538,2.7972,1.9,0.14,438,0.0128,5.755742213586912,3.970291913552122,11.233396730208149,6.0844994130751715,6.592784226292685,0.7202082598301635,0.7167551943455125,1.0,0.7569,0.92,0.16455696202531644,5493.76978,2.306360759493671,1.0548611111111112
75310,0,375.95,81.57888888888888,6.3133333333333335,387,0.703,95,0.0,1,0.82,0,9.067,-0.1643,15.3,0.0,168,0.0015,5.961005339623274,4.564348191467836,11.229381485456317,5.1298987149230735,5.932112552657711,4.413754065401197,1.9896991661789745,0.5,0.29700000000000004,0.18000000000000005,0.24484536082474226,3408.73865,0.9689432989690722,0.0
73414,0,1056.48,2.3375,0.2533333333333333,366,0.1728,68,1.0,1,0.84,0,15.306,3.2168,5.18,0.01,412,0.5066,5.905361848054571,4.23410650459726,11.203883553397038,6.023447592961033,6.963643998212038,1.205222023726368,0.22580666873369343,0.5,0.8271999999999999,0.16000000000000003,0.18528610354223432,16170.48288,2.878692098092643,2.3375
72577,0,308.79,4.911666666666667,2.0244444444444443,420,0.1588,7,1.0,1,0.78,1,11.636,0.5,13.13,0.1,286,0.4973,6.042632833682381,2.0794415416798357,11.192417124586898,5.659482215759621,5.735894648572187,1.7769277995574755,1.1067274198871007,1.0,0.8412,0.21999999999999997,0.0166270783847981,3593.08044,0.7334679334916865,4.911666666666667
72387,0,218.77,3.41625,1.0770833333333334,219,0.2817,66,2.0,1,0.74,0,7.871,0.549,1.81,0.0,282,0.5736,5.393627546352362,4.204692619390966,11.189795818780091,5.645446897643238,5.392581544938119,1.4852909196912178,0.7309646660599017,0.5,0.7182999999999999,0.26,0.3,1721.9386700000002,0.9944090909090909,6.8325
72360,16,115.67,27.354305555555555,17.730555555555554,25,0.9038,40,1.0,0,0.0,0,16.892,-6.6503,0.0,0.15,6,0.4627,3.258096538021482,3.713572066704308,11.189422759203678,1.9459101490553132,4.759349436835766,3.344778890090628,2.930156177284426,0.0,0.09619999999999995,1.0,1.5384615384615385,1953.89764,4.448846153846154,27.354305555555555
71997,0,666.58,23.022777777777776,9.54888888888889,346,0.1766,73,2.0,1,0.42,1,11.396,1.049,3.48,0.0,156,0.1405,5.849324779946859,4.30406509320417,11.184393619834605,5.056245805348308,6.503659233280211,3.1790024543359747,2.3560205357869526,1.0,0.8234,0.5800000000000001,0.21037463976945245,7596.345680000001,1.9209798270893372,46.04555555555555
70665,0,111.36,0.9526388888888888,22.79138888888889,160,0.8869,84,2.0,1,0.68,0,13.906,0.0979,39.4,0.25,76,0.2103,5.081404364984463,4.442651256490317,11.165719830979276,4.343805421853684,4.721708002236043,0.6691817340757606,3.1693237038166724,0.5,0.11309999999999998,0.31999999999999995,0.5217391304347826,1548.5721600000002,0.6916770186335404,1.9052777777777776
67665,0,603.34,0.93125,22.83,226,0.1156,90,1.0,1,0.54,1,10.159,-1.7238,5.62,0.29,155,0.1027,5.424950017481403,4.51085950651685,11.122339117090533,5.049856007249537,6.404136953465499,0.6581674616639186,3.170945291110651,1.0,0.8844,0.45999999999999996,0.3964757709251101,6129.33106,2.657885462555066,0.93125
67126,0,594.09,2.132222222222222,220.41722222222225,94,0.8568,54,1.0,1,0.28,1,14.956,-4.3042,1.99,0.14,123,0.1726,4.553876891600541,4.007333185232471,11.114341626525587,4.820281565605037,6.388712654611115,1.1417427277898018,5.400048805064136,1.0,0.1432,0.72,0.5684210526315789,8885.21004,6.253578947368421,2.132222222222222
66218,2,168.5,1.5186111111111111,45.70388888888889,266,0.3152,26,1.0,1,0.48,1,13.832,-0.1119,58.7,0.07,204,0.1194,5.58724865840025,3.295836866004329,11.100722709809322,5.3230099791384085,5.1328529268205045,0.9237076032018547,3.8438274350597874,1.0,0.6848000000000001,0.52,0.09737827715355805,2330.692,0.6310861423220974,1.5186111111111111
64704,0,132.2,14.217916666666667,7.628333333333333,456,0.2157,86,2.0,1,0.28,1,11.789,-0.014,43.84,0.04,151,0.0411,6.124683390894205,4.465908118654584,11.077593757255771,5.0238805208462765,4.891851758106289,2.7224734617679007,2.155051361685755,1.0,0.7843,0.72,0.18818380743982493,1558.5058,0.2892778993435448,28.435833333333335
63054,8,96.53,19.005,124.70555555555556,402,0.5114,39,0.0,1,0.64,0,15.722,0.2308,59.37,0.03,51,0.3611,5.998936561946683,3.6888794541139363,11.051762640389974,3.9512437185814275,4.580160022983923,2.995982242309198,4.833942311561118,0.5,0.48860000000000003,0.36,0.0967741935483871,1517.64466,0.2395285359801489,0.0
62836,0,1054.74,4.5256944444444445,12.91638888888889,321,0.1813,64,1.0,1,0.76,0,7.647,4.9056,20.27,0.0,67,0.3828,5.7745515455444085,4.174387269895637,11.048299350937146,4.219507705176107,6.961997221829814,1.7094089308074885,2.6330672023497095,0.5,0.8187,0.24,0.19875776397515527,8065.596780000001,3.2755900621118013,4.5256944444444445
61452,1,68.69,2.278194444444445,11.840277777777777,419,0.3091,52,1.0,1,1.0,1,14.869,0.0734,113.76,0.16,49,0.1479,6.040254711277414,3.970291913552122,11.026027933981522,3.912023005428146,4.244056835450428,1.1872927965747324,2.552586931811124,1.0,0.6909000000000001,0.0,0.12380952380952381,1021.3516099999999,0.16354761904761905,2.278194444444445
60970,0,593.14,11.540277777777778,21.558611111111112,284,0.376,14,1.0,1,0.34,1,10.425,-6.7517,2.44,0.03,375,0.0173,5.652489180268651,2.70805020110221,11.018153620276298,5.929589143389895,6.387114981827755,2.5289456862973783,3.1161168605109055,1.0,0.624,0.6599999999999999,0.04912280701754386,6183.4845000000005,2.08119298245614,11.540277777777778
60122,0,195.58,113.05458333333334,34.00694444444444,418,0.3622,36,1.0,1,0.58,1,10.116,-1.5175,11.98,0.28,98,0.0261,6.037870919922137,3.6109179126442243,11.004147742821537,4.59511985013459,5.2810694731384835,4.736677134975381,3.55554645450663,1.0,0.6377999999999999,0.42000000000000004,0.08591885441527446,1978.48728,0.46677804295942726,113.05458333333334
58740,0,521.93,2.686111111111111,14.047361111111112,338,0.1543,75,1.0,1,0.56,0,11.744,-1.2972,1.52,0.02,91,0.0656,5.82600010738045,4.330733340286331,10.98089322878203,4.5217885770490405,6.259447611894884,1.3045720028820518,2.7112026343663636,0.5,0.8457,0.43999999999999995,0.22123893805309736,6129.54592,1.5396165191740412,2.686111111111111
58611,0,3294.55,3.161944444444444,6.500555555555556,82,0.8353,30,1.0,1,0.36,1,8.905,9.1748,3.18,0.17,66,0.0221,4.418840607796598,3.4339872044851463,10.978694732757916,4.204692619390966,8.1003283525822,1.4259823795989426,2.01497709187299,1.0,0.16469999999999996,0.64,0.3614457831325301,29337.96775,39.693373493975905,3.161944444444444
57847,4,40.16,10.87527777777778,1.6666666666666667,332,0.3186,76,1.0,1,0.72,1,13.715,-0.3916,30.94,0.2,114,0.0213,5.808142489980444,4.343805421853684,10.965574159854787,4.74493212836325,3.717466910965849,2.4744587414599866,0.9808292530117262,1.0,0.6814,0.28,0.22822822822822822,550.7944,0.12060060060060059,10.87527777777778
56370,0,173.17,5.658611111111111,17.844722222222224,426,0.2071,63,1.5,1,0.56,0,14.842,1.9545,8.05,0.0,81,0.0107,6.056784013228625,4.1588830833596715,10.939710120850858,4.406719247264253,5.160031833743694,1.8959109209292087,2.93623288647898,0.5,0.7928999999999999,0.43999999999999995,0.14754098360655737,2570.18914,0.40555035128805617,8.487916666666667
56322,10,18.14,96.93,20.59861111111111,20,0.5,29,0.0,1,0.2,1,8.114,0.5804,0.0,0.4348,0,0.408,3.044522437723423,3.4011973816621555,10.93885825645874,0.0,2.9517803860248084,4.584252937732703,3.0726290122112365,1.0,0.5,0.8,1.380952380952381,147.18796000000003,0.8638095238095238,0.0
55864,0,1045.53,7.809166666666667,7.151388888888889,364,0.1643,67,2.0,1,0.92,1,11.712,-2.1643,31.7,0.0,4,0.3908,5.8998973535824915,4.219507705176107,10.930693344981439,1.6094379124341003,6.953235208460353,2.1757928459925715,2.0981883285482335,1.0,0.8357,0.07999999999999996,0.18356164383561643,12245.24736,2.8644657534246574,15.618333333333334
54483,0,295.43,21.94861111111112,70.42805555555556,435,0.6695,73,1.0,1,0.92,0,12.388,-1.1119,12.2,0.19,169,0.2691,6.077642243349034,4.30406509320417,10.905662359567232,5.135798437050262,5.691811102874981,3.13325741664089,4.268690727118576,0.5,0.3305,0.07999999999999996,0.16743119266055045,3659.78684,0.6775917431192661,21.94861111111112
54018,0,2601.67,0.6174999999999999,17.316388888888888,192,0.7386,50,1.0,1,0.36,1,9.367,-11.5664,2.69,0.34,68,0.0426,5.262690188904886,3.9318256327243257,10.897091115512916,4.23410650459726,7.864293120161704,0.48088174739291856,2.9077962267647366,1.0,0.26139999999999997,0.64,0.25906735751295334,24369.842890000004,13.480155440414508,0.6174999999999999
53678,0,147.24,10.925,22.52861111111111,111,0.4883,71,1.0,1,0.64,0,6.094,-0.3042,4.71,0.03,37,0.0728,4.718498871295094,4.276666119016055,10.89077714255997,3.6375861597263857,4.998832581977104,2.478637036774405,3.15821717469503,0.5,0.5117,0.36,0.6339285714285714,897.2805600000002,1.3146428571428572,10.925
53522,0,160.72,6.7825,18.944166666666668,439,0.6191,51,1.5,1,0.76,0,13.82,0.1329,7.71,0.0,99,0.034,6.0867747269123065,3.9512437185814275,10.887866747042812,4.605170185988092,5.08586644477257,2.051877623333626,2.9929367029185228,0.5,0.3809,0.24,0.1159090909090909,2221.1504,0.36527272727272725,10.17375
52587,0,2657.78,0.9369444444444444,1.9647222222222225,70,0.9103,71,1.0,1,0.92,1,14.366,5.1923,0.55,0.16,166,0.4293,4.2626798770413155,4.276666119016055,10.870243235816496,5.117993812416755,7.885622649948673,0.6611117027768093,1.0867833424697637,1.0,0.0897,0.07999999999999996,1.0,38181.667480000004,37.43352112676057,0.9369444444444444
52474,0,241.17,6.533888888888889,33.18388888888889,391,0.1774,35,3.0,1,0.84,0,14.244,-0.3077,8.51,0.0,5,0.3889,5.971261839790462,3.58351893845611,10.868092144688834,1.791759469228055,5.48963995887241,2.019411361203689,3.531754447952896,0.5,0.8226,0.16000000000000003,0.08928571428571429,3435.2254799999996,0.6152295918367346,19.601666666666667
52266,0,244.63,2.518194444444444,50.025,311,0.5118,86,2.0,1,0.8,0,9.254,0.514,13.74,0.02,85,0.4051,5.7430031878094825,4.465908118654584,10.864120475761018,4.454347296253507,5.503826338650437,1.2579479160911036,3.9323157086959086,0.5,0.48819999999999997,0.19999999999999996,0.27564102564102566,2263.80602,0.7840705128205128,5.036388888888888
51197,1,647.27,3.6275,0.0,386,0.1073,85,1.0,1,0.86,0,15.334,-1.5455,0.0,0.07,39,0.0014,5.958424693029782,4.454347296253507,10.84345574776464,3.6888794541139363,6.474307276237491,1.5320167654655155,0.0,0.5,0.8927,0.14,0.21963824289405684,9925.23818,1.6725322997416021,3.6275
50470,15,82.6,9.760277777777778,102.6125,15,0.9665,33,0.0,1,0.8,0,9.6,-0.1259,52.05,0.34,217,0.6055,2.772588722239781,3.5263605246161616,10.829154192888762,5.384495062789089,4.426043520090656,2.3758613701790208,4.640657978917645,0.5,0.033499999999999974,0.19999999999999996,2.0625,792.9599999999999,5.1625,0.0
49618,0,375.1,27.093333333333334,7.725,408,0.3722,81,1.0,1,0.68,0,13.527,0.9161,4.49,0.07,217,0.4486,6.013715156042802,4.406719247264253,10.812129103878668,5.384495062789089,5.929855065476291,3.3355323002678787,2.1661924680884908,0.5,0.6278,0.31999999999999995,0.1980440097799511,5073.9777,0.9171149144254279,27.093333333333334
49222,0,123.19,3.356388888888889,155.2313888888889,457,0.3603,81,2.0,1,0.82,0,11.806,3.0979,0.04,0.34,80,0.0325,6.126869184114185,4.406719247264253,10.804116272920615,4.394449154672439,4.8218126509599415,1.4716434776902232,5.051338170411108,0.5,0.6396999999999999,0.18000000000000005,0.17685589519650655,1454.38114,0.26897379912663755,6.712777777777778
48994,0,660.85,22.398888888888887,16.703333333333333,400,0.1076,37,1.0,1,0.46,0,13.682,-1.6154,0.0,0.02,32,0.434,5.993961427306569,3.6375861597263857,10.79947353106992,3.4965075614664802,6.49503894415978,3.1526885378554677,2.873752945766198,0.5,0.8924,0.54,0.09226932668329177,9041.7497,1.6480049875311722,22.398888888888887
48410,0,383.9,5.574722222222222,357.00416666666666,95,0.6752,64,1.5,1,0.1,0,2.866,0.7168,17.91,0.1,29,0.0703,4.564348191467836,4.174387269895637,10.787482339609461,3.4011973816621555,5.9529835602897005,1.88323232960061,5.880544625066676,0.5,0.3248,0.9,0.6666666666666666,1100.2574,3.998958333333333,8.362083333333334
